nombre,mean,countNonZero,dft mean,
Sobel,[7.69695, 0, 0, 0],2149,[8.7925, 0, 0, 0]
Gradient Y,[-0.437442, 0, 0, 0],1979,[1.351, 0, 0, 0]
Valor absoluto Gradient Y,[2.76512, 0, 0, 0],1735,[0.420095, 0, 0, 0]
Sobel,[4.19088, 0, 0, 0],2138,[3.16517, 0, 0, 0]
EyeROI,[59.0014, 0, 0, 0],2134,[77.8361, 0, 0, 0]
Gradient Y,[-0.659767, 0, 0, 0],2048,[9.56493, 0, 0, 0]
Valor absoluto Gradient Y,[4.84419, 0, 0, 0],1899,[8.49985, 0, 0, 0]
Sobel,[7.44845, 0, 0, 0],2141,[17.9107, 0, 0, 0]
Gradient Y,[-0.388605, 0, 0, 0],2045,[1.99703, 0, 0, 0]
Valor absoluto Gradient Y,[4.41256, 0, 0, 0],1884,[2.34524, 0, 0, 0]
Sobel,[6.36253, 0, 0, 0],2139,[4.41268, 0, 0, 0]
EyeROI,[71.8647, 0, 0, 0],2134,[92.4439, 0, 0, 0]
Gradient Y,[-0.821163, 0, 0, 0],2055,[3.51117, 0, 0, 0]
Valor absoluto Gradient Y,[4.82884, 0, 0, 0],1878,[3.97466, 0, 0, 0]
Sobel,[6.65556, 0, 0, 0],2141,[7.07975, 0, 0, 0]
Gradient Y,[-0.48119, 0, 0, 0],1997,[3.17752, 0, 0, 0]
Valor absoluto Gradient Y,[4.40143, 0, 0, 0],1814,[2.66076, 0, 0, 0]
Sobel,[6.28711, 0, 0, 0],2090,[5.53109, 0, 0, 0]
EyeROI,[66.361, 0, 0, 0],2084,[82.5596, 0, 0, 0]
Gradient Y,[-0.709762, 0, 0, 0],2007,[2.77057, 0, 0, 0]
Valor absoluto Gradient Y,[5.2819, 0, 0, 0],1895,[5.6984, 0, 0, 0]
Sobel,[7.34033, 0, 0, 0],2094,[8.0006, 0, 0, 0]
Gradient Y,[-0.104419, 0, 0, 0],2026,[2.00832, 0, 0, 0]
Valor absoluto Gradient Y,[4.46744, 0, 0, 0],1850,[1.86167, 0, 0, 0]
Sobel,[6.55554, 0, 0, 0],2144,[3.83758, 0, 0, 0]
EyeROI,[69.954, 0, 0, 0],2134,[89.979, 0, 0, 0]
Gradient Y,[-0.631628, 0, 0, 0],2061,[6.09668, 0, 0, 0]
Valor absoluto Gradient Y,[5.33302, 0, 0, 0],1913,[3.17848, 0, 0, 0]
Sobel,[7.53194, 0, 0, 0],2145,[5.83191, 0, 0, 0]
Gradient Y,[-0.180476, 0, 0, 0],2002,[-0.547635, 0, 0, 0]
Valor absoluto Gradient Y,[4.47, 0, 0, 0],1820,[4.12458, 0, 0, 0]
Sobel,[6.56538, 0, 0, 0],2094,[6.39475, 0, 0, 0]
EyeROI,[72.6952, 0, 0, 0],2089,[93.9247, 0, 0, 0]
Gradient Y,[-0.97, 0, 0, 0],2021,[8.22357, 0, 0, 0]
Valor absoluto Gradient Y,[5.48619, 0, 0, 0],1877,[5.65554, 0, 0, 0]
Sobel,[7.5419, 0, 0, 0],2092,[10.0893, 0, 0, 0]
Gradient Y,[0.00761905, 0, 0, 0],1965,[2.02578, 0, 0, 0]
Valor absoluto Gradient Y,[2.60905, 0, 0, 0],1684,[0.56752, 0, 0, 0]
Sobel,[4.33369, 0, 0, 0],2092,[2.34701, 0, 0, 0]
EyeROI,[63.9576, 0, 0, 0],2084,[90.8546, 0, 0, 0]
Gradient Y,[-0.880714, 0, 0, 0],2007,[4.61357, 0, 0, 0]
Valor absoluto Gradient Y,[4.78571, 0, 0, 0],1828,[2.8678, 0, 0, 0]
Sobel,[7.12293, 0, 0, 0],2099,[10.3172, 0, 0, 0]
Gradient Y,[-0.278333, 0, 0, 0],1934,[1.46673, 0, 0, 0]
Valor absoluto Gradient Y,[2.61238, 0, 0, 0],1676,[0.921951, 0, 0, 0]
Sobel,[4.20854, 0, 0, 0],2085,[2.80442, 0, 0, 0]
EyeROI,[61.8705, 0, 0, 0],2089,[87.1322, 0, 0, 0]
Gradient Y,[-1.10548, 0, 0, 0],1991,[7.96956, 0, 0, 0]
Valor absoluto Gradient Y,[4.72, 0, 0, 0],1827,[6.56425, 0, 0, 0]
Sobel,[7.01038, 0, 0, 0],2093,[11.1172, 0, 0, 0]
Gradient Y,[0.205714, 0, 0, 0],1917,[0.330491, 0, 0, 0]
Valor absoluto Gradient Y,[2.36571, 0, 0, 0],1651,[1.71959, 0, 0, 0]
Sobel,[3.84547, 0, 0, 0],2079,[3.36879, 0, 0, 0]
EyeROI,[58.1324, 0, 0, 0],2084,[84.6385, 0, 0, 0]
Gradient Y,[-0.441667, 0, 0, 0],2014,[4.9746, 0, 0, 0]
Valor absoluto Gradient Y,[5.00952, 0, 0, 0],1855,[4.17769, 0, 0, 0]
Sobel,[7.61401, 0, 0, 0],2092,[7.22244, 0, 0, 0]
Gradient Y,[0.184762, 0, 0, 0],1880,[-1.36029, 0, 0, 0]
Valor absoluto Gradient Y,[2.33857, 0, 0, 0],1586,[2.32619, 0, 0, 0]
Sobel,[4.12522, 0, 0, 0],2086,[4.41485, 0, 0, 0]
EyeROI,[64.4267, 0, 0, 0],2085,[95.3969, 0, 0, 0]
Gradient Y,[-0.194762, 0, 0, 0],2030,[7.39816, 0, 0, 0]
Valor absoluto Gradient Y,[4.99714, 0, 0, 0],1880,[1.21851, 0, 0, 0]
Sobel,[7.60268, 0, 0, 0],2095,[5.00211, 0, 0, 0]
Gradient Y,[0.202558, 0, 0, 0],1957,[-1.58527, 0, 0, 0]
Valor absoluto Gradient Y,[2.4586, 0, 0, 0],1688,[2.78116, 0, 0, 0]
Sobel,[3.67819, 0, 0, 0],2129,[3.27216, 0, 0, 0]
EyeROI,[57.0349, 0, 0, 0],2134,[85.1041, 0, 0, 0]
Gradient Y,[-0.373488, 0, 0, 0],2068,[4.18072, 0, 0, 0]
Valor absoluto Gradient Y,[4.99535, 0, 0, 0],1919,[2.34059, 0, 0, 0]
Sobel,[7.6752, 0, 0, 0],2141,[5.77775, 0, 0, 0]
Gradient Y,[0.118372, 0, 0, 0],1957,[-1.18758, 0, 0, 0]
Valor absoluto Gradient Y,[2.38837, 0, 0, 0],1703,[1.66634, 0, 0, 0]
Sobel,[3.63646, 0, 0, 0],2127,[2.21103, 0, 0, 0]
EyeROI,[56.8465, 0, 0, 0],2134,[82.2262, 0, 0, 0]
Gradient Y,[-0.342791, 0, 0, 0],2066,[6.02638, 0, 0, 0]
Valor absoluto Gradient Y,[5.00465, 0, 0, 0],1910,[2.12125, 0, 0, 0]
Sobel,[7.72674, 0, 0, 0],2144,[5.28737, 0, 0, 0]
Gradient Y,[0.125714, 0, 0, 0],1887,[-1.48497, 0, 0, 0]
Valor absoluto Gradient Y,[2.44048, 0, 0, 0],1631,[2.94965, 0, 0, 0]
Sobel,[3.86829, 0, 0, 0],2082,[3.35771, 0, 0, 0]
EyeROI,[56.859, 0, 0, 0],2084,[84.7575, 0, 0, 0]
Gradient Y,[-0.484762, 0, 0, 0],2002,[3.82617, 0, 0, 0]
Valor absoluto Gradient Y,[4.98143, 0, 0, 0],1852,[3.16215, 0, 0, 0]
Sobel,[7.56121, 0, 0, 0],2093,[6.29204, 0, 0, 0]
Gradient Y,[0.138095, 0, 0, 0],1918,[-0.704233, 0, 0, 0]
Valor absoluto Gradient Y,[2.67667, 0, 0, 0],1654,[0.574736, 0, 0, 0]
Sobel,[4.0378, 0, 0, 0],2084,[2.60238, 0, 0, 0]
EyeROI,[57.291, 0, 0, 0],2084,[82.5847, 0, 0, 0]
Gradient Y,[-0.495, 0, 0, 0],1992,[4.18488, 0, 0, 0]
Valor absoluto Gradient Y,[5.13952, 0, 0, 0],1843,[5.48171, 0, 0, 0]
Sobel,[7.78032, 0, 0, 0],2091,[7.90419, 0, 0, 0]
Gradient Y,[0.0728571, 0, 0, 0],1907,[1.76663, 0, 0, 0]
Valor absoluto Gradient Y,[2.45571, 0, 0, 0],1629,[1.03972, 0, 0, 0]
Sobel,[4.06733, 0, 0, 0],2083,[4.59224, 0, 0, 0]
EyeROI,[61.8562, 0, 0, 0],2089,[91.4305, 0, 0, 0]
Gradient Y,[-0.739762, 0, 0, 0],1977,[4.49682, 0, 0, 0]
Valor absoluto Gradient Y,[5.02524, 0, 0, 0],1840,[3.5206, 0, 0, 0]
Sobel,[7.59104, 0, 0, 0],2095,[6.54331, 0, 0, 0]
Gradient Y,[0.145952, 0, 0, 0],1872,[-1.51732, 0, 0, 0]
Valor absoluto Gradient Y,[2.35333, 0, 0, 0],1614,[3.02208, 0, 0, 0]
Sobel,[3.94561, 0, 0, 0],2091,[4.18012, 0, 0, 0]
EyeROI,[61.049, 0, 0, 0],2084,[89.0085, 0, 0, 0]
Gradient Y,[-0.529286, 0, 0, 0],1988,[6.2513, 0, 0, 0]
Valor absoluto Gradient Y,[4.81571, 0, 0, 0],1836,[2.44679, 0, 0, 0]
Sobel,[7.3753, 0, 0, 0],2095,[5.99725, 0, 0, 0]
Gradient Y,[0.167143, 0, 0, 0],1949,[0.530003, 0, 0, 0]
Valor absoluto Gradient Y,[2.58048, 0, 0, 0],1696,[4.30036, 0, 0, 0]
Sobel,[3.8452, 0, 0, 0],2089,[4.96652, 0, 0, 0]
EyeROI,[56.7114, 0, 0, 0],2084,[79.7575, 0, 0, 0]
Gradient Y,[-0.385714, 0, 0, 0],2017,[6.13785, 0, 0, 0]
Valor absoluto Gradient Y,[4.86667, 0, 0, 0],1842,[3.65121, 0, 0, 0]
Sobel,[7.24101, 0, 0, 0],2093,[6.36367, 0, 0, 0]
Gradient Y,[0.124048, 0, 0, 0],1310,[-1.00542, 0, 0, 0]
Valor absoluto Gradient Y,[0.424762, 0, 0, 0],636,[0.772356, 0, 0, 0]
Sobel,[0.849746, 0, 0, 0],1729,[0.899754, 0, 0, 0]
EyeROI,[163.579, 0, 0, 0],2084,[166.166, 0, 0, 0]
Gradient Y,[0.0890476, 0, 0, 0],1236,[1.09333, 0, 0, 0]
Valor absoluto Gradient Y,[0.425714, 0, 0, 0],610,[0.346514, 0, 0, 0]
Sobel,[0.863294, 0, 0, 0],1673,[0.65632, 0, 0, 0]
nombre,mean,countNonZero,dft mean,
Gradient Y,[0.0640476, 0, 0, 0],1899,[-0.622884, 0, 0, 0]
Valor absoluto Gradient Y,[1.83095, 0, 0, 0],1565,[1.17362, 0, 0, 0]
Sobel,[2.79558, 0, 0, 0],2083,[1.46382, 0, 0, 0]
EyeROI,[62.041, 0, 0, 0],2084,[76.7061, 0, 0, 0]
Gradient Y,[-0.349762, 0, 0, 0],1965,[3.62936, 0, 0, 0]
Valor absoluto Gradient Y,[2.89333, 0, 0, 0],1720,[2.18788, 0, 0, 0]
Sobel,[4.54183, 0, 0, 0],2090,[3.18677, 0, 0, 0]
Gradient Y,[1.73095, 0, 0, 0],1972,[2.38093, 0, 0, 0]
Valor absoluto Gradient Y,[3.1581, 0, 0, 0],1786,[4.06048, 0, 0, 0]
Sobel,[4.39134, 0, 0, 0],2095,[5.4622, 0, 0, 0]
EyeROI,[100.19, 0, 0, 0],2089,[125.881, 0, 0, 0]
Gradient Y,[1.465, 0, 0, 0],2029,[0.173894, 0, 0, 0]
Valor absoluto Gradient Y,[5.42476, 0, 0, 0],1899,[2.72792, 0, 0, 0]
Sobel,[9.05457, 0, 0, 0],2091,[6.394, 0, 0, 0]
Gradient Y,[-0.66881, 0, 0, 0],1915,[0.969693, 0, 0, 0]
Valor absoluto Gradient Y,[2.10143, 0, 0, 0],1625,[-0.0581185, 0, 0, 0]
Sobel,[3.53138, 0, 0, 0],2073,[1.71583, 0, 0, 0]
EyeROI,[65.1071, 0, 0, 0],2085,[78.0796, 0, 0, 0]
Gradient Y,[-0.368571, 0, 0, 0],1964,[7.06126, 0, 0, 0]
Valor absoluto Gradient Y,[3.45, 0, 0, 0],1785,[1.16538, 0, 0, 0]
Sobel,[5.78805, 0, 0, 0],2090,[3.94691, 0, 0, 0]
Gradient Y,[-0.551429, 0, 0, 0],1946,[3.3945, 0, 0, 0]
Valor absoluto Gradient Y,[2.7419, 0, 0, 0],1690,[-0.210424, 0, 0, 0]
Sobel,[4.41149, 0, 0, 0],2087,[0.496669, 0, 0, 0]
EyeROI,[66.3457, 0, 0, 0],2084,[83.4919, 0, 0, 0]
Gradient Y,[-0.205238, 0, 0, 0],2004,[8.38108, 0, 0, 0]
Valor absoluto Gradient Y,[4.64571, 0, 0, 0],1845,[-2.95652, 0, 0, 0]
Sobel,[7.22284, 0, 0, 0],2093,[0.327499, 0, 0, 0]
Gradient Y,[-0.687381, 0, 0, 0],1956,[1.51087, 0, 0, 0]
Valor absoluto Gradient Y,[3.04095, 0, 0, 0],1737,[1.15143, 0, 0, 0]
Sobel,[4.61784, 0, 0, 0],2089,[1.99191, 0, 0, 0]
EyeROI,[64.7905, 0, 0, 0],2089,[81.9606, 0, 0, 0]
Gradient Y,[-0.420714, 0, 0, 0],2009,[9.54745, 0, 0, 0]
Valor absoluto Gradient Y,[5.25952, 0, 0, 0],1855,[1.71229, 0, 0, 0]
Sobel,[7.89095, 0, 0, 0],2096,[4.61765, 0, 0, 0]
Gradient Y,[-0.685476, 0, 0, 0],1945,[1.25951, 0, 0, 0]
Valor absoluto Gradient Y,[2.62905, 0, 0, 0],1725,[1.5472, 0, 0, 0]
Sobel,[3.98979, 0, 0, 0],2087,[3.86497, 0, 0, 0]
EyeROI,[64.5005, 0, 0, 0],2084,[76.146, 0, 0, 0]
Gradient Y,[-0.424048, 0, 0, 0],1974,[6.4477, 0, 0, 0]
Valor absoluto Gradient Y,[4.24905, 0, 0, 0],1800,[0.448135, 0, 0, 0]
Sobel,[6.51124, 0, 0, 0],2092,[4.34168, 0, 0, 0]
Gradient Y,[-0.678333, 0, 0, 0],1975,[1.99882, 0, 0, 0]
Valor absoluto Gradient Y,[2.4619, 0, 0, 0],1727,[1.34559, 0, 0, 0]
Sobel,[3.96156, 0, 0, 0],2090,[4.25084, 0, 0, 0]
EyeROI,[62.1905, 0, 0, 0],2084,[74.8908, 0, 0, 0]
Gradient Y,[-0.196905, 0, 0, 0],1972,[6.72786, 0, 0, 0]
Valor absoluto Gradient Y,[3.78333, 0, 0, 0],1760,[-1.42457, 0, 0, 0]
Sobel,[6.01774, 0, 0, 0],2092,[1.83621, 0, 0, 0]
Gradient Y,[-0.665349, 0, 0, 0],2023,[0.773892, 0, 0, 0]
Valor absoluto Gradient Y,[2.96837, 0, 0, 0],1778,[0.994735, 0, 0, 0]
Sobel,[4.50345, 0, 0, 0],2141,[2.10744, 0, 0, 0]
EyeROI,[58.84, 0, 0, 0],2134,[76.5519, 0, 0, 0]
Gradient Y,[-0.155814, 0, 0, 0],2049,[7.02261, 0, 0, 0]
Valor absoluto Gradient Y,[5.17023, 0, 0, 0],1897,[-1.09014, 0, 0, 0]
Sobel,[7.92645, 0, 0, 0],2147,[3.24841, 0, 0, 0]
nombre,mean,countNonZero,dft mean,
Gradient Y,[0.0576744, 0, 0, 0],1288,[0.309088, 0, 0, 0]
Valor absoluto Gradient Y,[0.734419, 0, 0, 0],943,[0.270668, 0, 0, 0]
Sobel,[0.994722, 0, 0, 0],1526,[1.17368, 0, 0, 0]
EyeROI,[6.78, 0, 0, 0],2131,[8.87726, 0, 0, 0]
Gradient Y,[-0.0781395, 0, 0, 0],1605,[1.52367, 0, 0, 0]
Valor absoluto Gradient Y,[1.37256, 0, 0, 0],1249,[-0.0443204, 0, 0, 0]
Sobel,[2.34291, 0, 0, 0],1880,[2.1523, 0, 0, 0]
Gradient Y,[-0.0776744, 0, 0, 0],1554,[-0.112468, 0, 0, 0]
Valor absoluto Gradient Y,[0.967907, 0, 0, 0],1136,[1.04767, 0, 0, 0]
Sobel,[1.49456, 0, 0, 0],1880,[1.33428, 0, 0, 0]
EyeROI,[8.85814, 0, 0, 0],2133,[15.5835, 0, 0, 0]
Gradient Y,[-0.193023, 0, 0, 0],1954,[3.67977, 0, 0, 0]
Valor absoluto Gradient Y,[2.1586, 0, 0, 0],1628,[1.39001, 0, 0, 0]
Sobel,[3.28977, 0, 0, 0],2116,[3.19541, 0, 0, 0]
Gradient Y,[-0.00619048, 0, 0, 0],1766,[1.5099, 0, 0, 0]
Valor absoluto Gradient Y,[1.23048, 0, 0, 0],1291,[3.55691, 0, 0, 0]
Sobel,[2.01192, 0, 0, 0],2026,[4.18935, 0, 0, 0]
EyeROI,[10.4757, 0, 0, 0],2083,[20.4595, 0, 0, 0]
Gradient Y,[0.0892857, 0, 0, 0],1946,[0.95993, 0, 0, 0]
Valor absoluto Gradient Y,[2.54762, 0, 0, 0],1668,[1.14701, 0, 0, 0]
Sobel,[3.97405, 0, 0, 0],2082,[2.85184, 0, 0, 0]
Gradient Y,[-0.00714286, 0, 0, 0],1930,[2.37741, 0, 0, 0]
Valor absoluto Gradient Y,[2.1081, 0, 0, 0],1630,[2.8865, 0, 0, 0]
Sobel,[3.16824, 0, 0, 0],2084,[3.8012, 0, 0, 0]
EyeROI,[24.5533, 0, 0, 0],2084,[42.6291, 0, 0, 0]
Gradient Y,[-0.0616667, 0, 0, 0],1972,[2.91214, 0, 0, 0]
Valor absoluto Gradient Y,[3.26762, 0, 0, 0],1752,[3.17844, 0, 0, 0]
Sobel,[4.96092, 0, 0, 0],2089,[4.8986, 0, 0, 0]
Gradient Y,[-0.00261905, 0, 0, 0],1956,[1.87364, 0, 0, 0]
Valor absoluto Gradient Y,[3.23762, 0, 0, 0],1710,[0.550346, 0, 0, 0]
Sobel,[4.88876, 0, 0, 0],2088,[2.8246, 0, 0, 0]
EyeROI,[81.6138, 0, 0, 0],2089,[115.302, 0, 0, 0]
Gradient Y,[-0.0595238, 0, 0, 0],2012,[6.49258, 0, 0, 0]
Valor absoluto Gradient Y,[4.95905, 0, 0, 0],1851,[2.02012, 0, 0, 0]
Sobel,[7.4283, 0, 0, 0],2096,[7.86739, 0, 0, 0]
Gradient Y,[-0.0445238, 0, 0, 0],1943,[-0.395032, 0, 0, 0]
Valor absoluto Gradient Y,[3.35571, 0, 0, 0],1731,[1.12778, 0, 0, 0]
Sobel,[4.74389, 0, 0, 0],2087,[3.204, 0, 0, 0]
EyeROI,[80.5895, 0, 0, 0],2084,[108.825, 0, 0, 0]
Gradient Y,[-0.167381, 0, 0, 0],1986,[5.31809, 0, 0, 0]
Valor absoluto Gradient Y,[4.85095, 0, 0, 0],1809,[1.33622, 0, 0, 0]
Sobel,[7.28021, 0, 0, 0],2094,[5.83582, 0, 0, 0]
Gradient Y,[0.0107143, 0, 0, 0],1936,[-1.16311, 0, 0, 0]
Valor absoluto Gradient Y,[3.04143, 0, 0, 0],1732,[1.28611, 0, 0, 0]
Sobel,[4.40125, 0, 0, 0],2082,[3.25044, 0, 0, 0]
EyeROI,[78.7924, 0, 0, 0],2084,[108.07, 0, 0, 0]
Gradient Y,[0.0361905, 0, 0, 0],1986,[6.17617, 0, 0, 0]
Valor absoluto Gradient Y,[4.2819, 0, 0, 0],1809,[-1.32671, 0, 0, 0]
Sobel,[6.63948, 0, 0, 0],2097,[2.15815, 0, 0, 0]
Gradient Y,[0.0554762, 0, 0, 0],1979,[1.7662, 0, 0, 0]
Valor absoluto Gradient Y,[3.14333, 0, 0, 0],1744,[0.943837, 0, 0, 0]
Sobel,[4.52163, 0, 0, 0],2091,[3.02824, 0, 0, 0]
EyeROI,[74.761, 0, 0, 0],2084,[104.589, 0, 0, 0]
Gradient Y,[0.191667, 0, 0, 0],1999,[11.1315, 0, 0, 0]
Valor absoluto Gradient Y,[4.91429, 0, 0, 0],1815,[3.45629, 0, 0, 0]
Sobel,[7.42684, 0, 0, 0],2099,[8.13817, 0, 0, 0]
Gradient Y,[0.0611905, 0, 0, 0],1926,[2.45219, 0, 0, 0]
Valor absoluto Gradient Y,[2.3919, 0, 0, 0],1628,[1.57843, 0, 0, 0]
Sobel,[3.58533, 0, 0, 0],2081,[3.61183, 0, 0, 0]
EyeROI,[72.7424, 0, 0, 0],2084,[95.9644, 0, 0, 0]
Gradient Y,[0.0314286, 0, 0, 0],1965,[4.53333, 0, 0, 0]
Valor absoluto Gradient Y,[4.12571, 0, 0, 0],1776,[0.329136, 0, 0, 0]
Sobel,[6.51806, 0, 0, 0],2091,[6.37546, 0, 0, 0]
Gradient Y,[0.0238095, 0, 0, 0],1903,[-0.0108973, 0, 0, 0]
Valor absoluto Gradient Y,[2.47905, 0, 0, 0],1644,[0.217921, 0, 0, 0]
Sobel,[3.49382, 0, 0, 0],2074,[2.24933, 0, 0, 0]
EyeROI,[70.8024, 0, 0, 0],2084,[96.1037, 0, 0, 0]
Gradient Y,[-0.0654762, 0, 0, 0],1963,[6.36512, 0, 0, 0]
Valor absoluto Gradient Y,[4.43762, 0, 0, 0],1770,[2.60603, 0, 0, 0]
Sobel,[7.03629, 0, 0, 0],2090,[7.05647, 0, 0, 0]
Gradient Y,[-0.0535714, 0, 0, 0],1958,[1.28516, 0, 0, 0]
Valor absoluto Gradient Y,[2.90381, 0, 0, 0],1731,[1.59478, 0, 0, 0]
Sobel,[4.17501, 0, 0, 0],2094,[2.5695, 0, 0, 0]
EyeROI,[71.3224, 0, 0, 0],2084,[96.5369, 0, 0, 0]
Gradient Y,[-0.0683333, 0, 0, 0],2006,[5.92432, 0, 0, 0]
Valor absoluto Gradient Y,[4.83333, 0, 0, 0],1864,[3.6547, 0, 0, 0]
Sobel,[7.71114, 0, 0, 0],2096,[7.01399, 0, 0, 0]
Gradient Y,[0.138333, 0, 0, 0],1979,[-0.963038, 0, 0, 0]
Valor absoluto Gradient Y,[3.08095, 0, 0, 0],1746,[2.64139, 0, 0, 0]
Sobel,[4.19317, 0, 0, 0],2088,[4.54425, 0, 0, 0]
EyeROI,[70.929, 0, 0, 0],2084,[100.09, 0, 0, 0]
Gradient Y,[-0.072619, 0, 0, 0],1982,[5.98654, 0, 0, 0]
Valor absoluto Gradient Y,[4.97333, 0, 0, 0],1828,[2.46812, 0, 0, 0]
Sobel,[7.85084, 0, 0, 0],2097,[6.40636, 0, 0, 0]
Gradient Y,[0.0809524, 0, 0, 0],1966,[1.4435, 0, 0, 0]
Valor absoluto Gradient Y,[2.98524, 0, 0, 0],1753,[1.45667, 0, 0, 0]
Sobel,[4.11444, 0, 0, 0],2089,[2.0872, 0, 0, 0]
EyeROI,[70.6662, 0, 0, 0],2084,[97.9596, 0, 0, 0]
Gradient Y,[-0.10881, 0, 0, 0],2027,[5.91269, 0, 0, 0]
Valor absoluto Gradient Y,[5.09, 0, 0, 0],1871,[5.04211, 0, 0, 0]
Sobel,[8.02703, 0, 0, 0],2096,[10.4755, 0, 0, 0]
Gradient Y,[0.0225581, 0, 0, 0],2006,[2.91386, 0, 0, 0]
Valor absoluto Gradient Y,[2.98279, 0, 0, 0],1780,[3.41511, 0, 0, 0]
Sobel,[4.18002, 0, 0, 0],2132,[4.41393, 0, 0, 0]
EyeROI,[72.3023, 0, 0, 0],2134,[99.2751, 0, 0, 0]
Gradient Y,[-0.0637209, 0, 0, 0],2057,[4.8211, 0, 0, 0]
Valor absoluto Gradient Y,[4.79767, 0, 0, 0],1889,[3.55416, 0, 0, 0]
Sobel,[7.62528, 0, 0, 0],2143,[8.21165, 0, 0, 0]
Gradient Y,[0.158372, 0, 0, 0],1974,[-1.57278, 0, 0, 0]
Valor absoluto Gradient Y,[2.89721, 0, 0, 0],1751,[2.68003, 0, 0, 0]
Sobel,[3.99464, 0, 0, 0],2133,[4.32403, 0, 0, 0]
EyeROI,[71.7051, 0, 0, 0],2134,[101.72, 0, 0, 0]
Gradient Y,[-0.0893023, 0, 0, 0],2049,[7.75721, 0, 0, 0]
Valor absoluto Gradient Y,[4.82, 0, 0, 0],1881,[1.0013, 0, 0, 0]
Sobel,[7.7159, 0, 0, 0],2143,[5.07202, 0, 0, 0]
Gradient Y,[0.198571, 0, 0, 0],1934,[-4.11994, 0, 0, 0]
Valor absoluto Gradient Y,[2.98905, 0, 0, 0],1709,[4.71561, 0, 0, 0]
Sobel,[4.19492, 0, 0, 0],2080,[5.40932, 0, 0, 0]
EyeROI,[71.5848, 0, 0, 0],2084,[103.559, 0, 0, 0]
Gradient Y,[-0.09, 0, 0, 0],1999,[5.78665, 0, 0, 0]
Valor absoluto Gradient Y,[4.91476, 0, 0, 0],1876,[-0.0988268, 0, 0, 0]
Sobel,[7.85756, 0, 0, 0],2095,[8.83355, 0, 0, 0]
Gradient Y,[0.184762, 0, 0, 0],1953,[-3.11517, 0, 0, 0]
Valor absoluto Gradient Y,[2.88476, 0, 0, 0],1711,[3.77992, 0, 0, 0]
Sobel,[4.07149, 0, 0, 0],2086,[4.95343, 0, 0, 0]
EyeROI,[71.7081, 0, 0, 0],2084,[102.773, 0, 0, 0]
Gradient Y,[-0.0528571, 0, 0, 0],2005,[-1.34704, 0, 0, 0]
Valor absoluto Gradient Y,[5.09143, 0, 0, 0],1872,[6.82447, 0, 0, 0]
Sobel,[8.06927, 0, 0, 0],2095,[11.7168, 0, 0, 0]
Gradient Y,[0.118333, 0, 0, 0],1933,[1.13488, 0, 0, 0]
Valor absoluto Gradient Y,[2.85619, 0, 0, 0],1693,[0.866649, 0, 0, 0]
Sobel,[4.11211, 0, 0, 0],2088,[2.46235, 0, 0, 0]
EyeROI,[72.6286, 0, 0, 0],2084,[102.892, 0, 0, 0]
Gradient Y,[-0.0861905, 0, 0, 0],2007,[0.560006, 0, 0, 0]
Valor absoluto Gradient Y,[5.05952, 0, 0, 0],1851,[6.02937, 0, 0, 0]
Sobel,[8.03719, 0, 0, 0],2094,[10.6122, 0, 0, 0]
Gradient Y,[0.192619, 0, 0, 0],1956,[-0.406031, 0, 0, 0]
Valor absoluto Gradient Y,[3.11381, 0, 0, 0],1751,[1.49094, 0, 0, 0]
Sobel,[4.24959, 0, 0, 0],2083,[2.09003, 0, 0, 0]
EyeROI,[70.421, 0, 0, 0],2084,[101.813, 0, 0, 0]
Gradient Y,[-0.0778571, 0, 0, 0],1960,[7.29482, 0, 0, 0]
Valor absoluto Gradient Y,[5.09714, 0, 0, 0],1800,[4.8611, 0, 0, 0]
Sobel,[8.0815, 0, 0, 0],2094,[8.05585, 0, 0, 0]
Gradient Y,[0.0235714, 0, 0, 0],1899,[0.0895598, 0, 0, 0]
Valor absoluto Gradient Y,[2.16095, 0, 0, 0],1616,[1.58942, 0, 0, 0]
Sobel,[3.37943, 0, 0, 0],2080,[3.47562, 0, 0, 0]
EyeROI,[73.0195, 0, 0, 0],2084,[98.9941, 0, 0, 0]
Gradient Y,[0.0945238, 0, 0, 0],1958,[2.92245, 0, 0, 0]
Valor absoluto Gradient Y,[3.59286, 0, 0, 0],1768,[1.54642, 0, 0, 0]
Sobel,[6.23348, 0, 0, 0],2098,[5.68694, 0, 0, 0]
Gradient Y,[-0.0245238, 0, 0, 0],1932,[2.71301, 0, 0, 0]
Valor absoluto Gradient Y,[2.93, 0, 0, 0],1706,[-0.364103, 0, 0, 0]
Sobel,[4.2334, 0, 0, 0],2081,[1.28095, 0, 0, 0]
EyeROI,[71.3676, 0, 0, 0],2084,[98.0845, 0, 0, 0]
Gradient Y,[-0.0333333, 0, 0, 0],1984,[1.10703, 0, 0, 0]
Valor absoluto Gradient Y,[4.93524, 0, 0, 0],1836,[4.44455, 0, 0, 0]
Sobel,[7.9986, 0, 0, 0],2096,[11.958, 0, 0, 0]
Gradient Y,[0.0961905, 0, 0, 0],1931,[-3.91175, 0, 0, 0]
Valor absoluto Gradient Y,[2.67524, 0, 0, 0],1676,[2.29422, 0, 0, 0]
Sobel,[3.90752, 0, 0, 0],2090,[3.27102, 0, 0, 0]
EyeROI,[71.3843, 0, 0, 0],2084,[103.898, 0, 0, 0]
